iter	Logloss
0	0.6400092131
1	0.5793532339
2	0.537889857
3	0.5064643109
4	0.4677707171
5	0.4533939439
6	0.4234957401
7	0.3998387862
8	0.3789190236
9	0.3586428538
10	0.3395694017
11	0.3269314329
12	0.312203585
13	0.3016858352
14	0.2914747755
15	0.2795743538
16	0.2719600482
17	0.2651274843
18	0.2592022204
19	0.2537290539
20	0.2471566073
21	0.2418197499
22	0.2382669997
23	0.2334511482
24	0.2301007146
25	0.2249510584
26	0.2214327387
27	0.2177831096
28	0.2131545341
29	0.2093962717
30	0.2045305887
31	0.2023730825
32	0.1986416939
33	0.1956107129
34	0.1926824545
35	0.1906391221
36	0.1868259298
37	0.1846640636
38	0.1824208933
39	0.1798592405
40	0.1762639461
41	0.1741369966
42	0.1719908388
43	0.1700210887
44	0.1669718083
45	0.1646813701
46	0.1629980119
47	0.1610814289
48	0.1594921309
49	0.1582098165
50	0.1557479479
51	0.1541696808
52	0.1522877251
53	0.1511686985
54	0.1494547387
55	0.1484588811
56	0.1473413552
57	0.14592192
58	0.144494861
59	0.1428359196
60	0.1414165256
61	0.1398695042
62	0.1388362299
63	0.1370058668
64	0.1357433078
65	0.1345444452
66	0.1335486563
67	0.1322770187
68	0.1309766818
69	0.1291051358
70	0.1278193706
71	0.1266997861
72	0.1260787697
73	0.1249777528
74	0.1233751626
75	0.1218866845
76	0.120659974
77	0.1191745711
78	0.1181568412
79	0.1172338202
80	0.1164718625
81	0.1153105666
82	0.1143551128
83	0.1128654865
84	0.1116892609
85	0.1111142276
86	0.1104825123
87	0.1092632207
88	0.1088045302
89	0.1080810225
90	0.1070189634
91	0.1064814301
92	0.1059328642
93	0.1054356473
94	0.1043362824
95	0.1037936439
96	0.1032716268
97	0.1026425965
98	0.1017943407
99	0.1011069757
100	0.100729916
101	0.1003463743
102	0.0995417361
103	0.0988618298
104	0.09795900096
105	0.09690724365
106	0.09630097255
107	0.09563930276
108	0.09482112546
109	0.09432482473
110	0.09361689291
111	0.09324533842
112	0.09281167119
113	0.09235450142
114	0.09210529865
115	0.09130736903
116	0.09062239143
117	0.09015003202
118	0.08976963775
119	0.08899514991
120	0.08850950218
121	0.08799806194
122	0.08761376026
123	0.08697928326
124	0.08664455553
125	0.08625572897
126	0.08580164022
127	0.08524024453
128	0.08490236295
129	0.0842794004
130	0.0838473267
131	0.08361390945
132	0.08326702444
133	0.08231815081
134	0.08199588905
135	0.08153302759
136	0.0810614016
137	0.08067467838
138	0.08002239463
139	0.07972825841
140	0.07944691788
141	0.07906106328
142	0.07824719844
143	0.07764994336
144	0.07728883705
145	0.07697004212
146	0.07669928354
147	0.07634004248
148	0.07567165754
149	0.07550986567
150	0.07478895146
151	0.07433526568
152	0.074137647
153	0.07378897783
154	0.07342645511
155	0.07305819925
156	0.07254341118
157	0.0724146538
158	0.07224786564
159	0.07183433968
160	0.07108500144
161	0.07062644175
162	0.07026124006
163	0.06987705497
164	0.06961096254
165	0.06918487157
166	0.06898096069
167	0.06864712479
168	0.06852948253
169	0.06825321596
170	0.06812563821
171	0.06794182104
172	0.0676565549
173	0.06738493231
174	0.06719255356
175	0.06676229494
176	0.06638380236
177	0.06621019243
178	0.06591631702
179	0.06546979758
180	0.06517391096
181	0.06488520699
182	0.06449537108
183	0.06424221569
184	0.06402074283
185	0.06388717516
186	0.06352703337
187	0.06323789318
188	0.06283952221
189	0.06253900302
190	0.06220261162
191	0.0617687333
192	0.0616441485
193	0.06136293344
194	0.06105019443
195	0.06083469506
196	0.06038896212
197	0.06013660969
198	0.05985196909
199	0.05962543509
200	0.05943529133
201	0.05925890998
202	0.05903101207
203	0.05885545733
204	0.05859458571
205	0.05836408335
206	0.05811805892
207	0.05780082561
208	0.0575694198
209	0.05735367122
210	0.05715558314
211	0.05675406983
212	0.05662181097
213	0.05640643238
214	0.05616110827
215	0.05593014363
216	0.05571664719
217	0.05561592576
218	0.05545146805
219	0.05516550751
220	0.05500248904
221	0.05451906502
222	0.05398421309
223	0.05389439774
224	0.0536370001
225	0.05346475539
226	0.05328778605
227	0.05305868706
228	0.05271320794
229	0.05233647863
230	0.05203537076
231	0.05188092571
232	0.05163969953
233	0.05135463934
234	0.05118887656
235	0.05099342164
236	0.05077817925
237	0.05034734174
238	0.05015468716
239	0.04995778747
240	0.04979583319
241	0.04963386605
242	0.04952108475
243	0.04930062166
244	0.04906369513
245	0.04884431527
246	0.04866283306
247	0.04842241794
248	0.04821703
249	0.04805808464
250	0.04778685255
251	0.04759630793
252	0.04747436914
253	0.0473156167
254	0.04722966647
255	0.04691635985
256	0.04668301308
257	0.04656760631
258	0.04639362628
259	0.04607389048
260	0.04591944355
261	0.04581306625
262	0.04565941748
263	0.04551586872
264	0.0452882724
265	0.04518094879
266	0.04490459409
267	0.0447131358
268	0.0446104282
269	0.04450649209
270	0.04436877532
271	0.04420931548
272	0.0439952993
273	0.04387532668
274	0.04363370656
275	0.04354336745
276	0.04338008529
277	0.04327219233
278	0.04308779651
279	0.04293197119
280	0.04278675569
281	0.04259914539
282	0.04241279021
283	0.04227909311
284	0.04213506889
285	0.04194876713
286	0.04170452377
287	0.04164521379
288	0.04149616582
289	0.04129143931
290	0.04117592397
291	0.04107583915
292	0.04096337744
293	0.04081787506
294	0.04067206195
295	0.04048779783
296	0.04041150629
297	0.04032059519
298	0.04019907843
299	0.04005814865
